State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Latitude,Longitude
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Seba, Jaime A.","Homosexuality Around the World: Safe Havens, Cultural Challenges",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Konigsberg, Bill",Honestly Ben (Openly Straight Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Firmston, Kim",Hook Up,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Dugan, Jennifer",Hot Dog Girl,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Ahmadi, Arvin",How It All Blew Up,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Goslee, S. J.",How Not to Ask a Boy to Prom,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Parks, Peggy J.",How Prevalent Is Racism in Society?,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Kendi, Ibram X.",How to Be an Antiracist,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Cotugno, Katie",How to Love,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Callender, Kacen",Hurricane Child,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Ryan, Tom",I Hope You're Listening,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Nelson, Jandy",I'll Give You the Sun,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Woods, Sara",Identifying as Transgender,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Ogden, Charlie",Identity and Gender,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Maison, Corey",Identity: A Story of Transitioning,"Anthony, Zuiker",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Russo, Meredith",If I Was Your Girl,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Farizan, Sara",If You Could Be Mine,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Gowen, L. Kris",Image and Identity: Becoming the Person You Are,"McKenna, Molly",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Polacco, Patricia",In Our Mothers' House,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Machado, Carmen Maria",In the Dream House,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Melleby, Nicole",In the Role of Brie Hutchens...,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Silvera, Adam",Infinity Son (Infinity Cycle Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Brewer, Z",Into the Real,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Smith, Mychal Denzel","Invisible Man, Got the Whole World Watching: A Young Black Man's Education",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Sugiura, Misa",It's Not Like It's a Secret,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Harris, Robie H.","It's Not the Stork!: A Book About Girls, Boys, Babies, Bodies, Families and Friends",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Peters, Julie Anne",It's Our Prom (So Deal With It),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Blake, Ashley Herring",Ivy Aberdeen's Letter to the World,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Hoffman, Sarah",Jacob's New Dress,"Hoffman, Ian",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Hoffman, Sarah",Jacob's Room to Choose,"Hoffman, Ian",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Blumenthal, Karen",Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Cashore, Kristin","Jane, Unlimited",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Patel, Sonia",Jaya and Rasa: A Love Story,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Clark, Kristin Elizabeth","Jess, Chunk, and the Road Trip to Infinity",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Love, Jessica",Julián at the Wedding (Julián Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Rivera, Gabby",Juliet Takes a Breath,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Hyde, Catherine Ryan",Jumpstart the World,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Selzer, Adam",Just Kill Me,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Benwell, Fox",Kaleidoscope Song,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Peters, Julie Anne",Keeping You a Secret,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Venable, Colleen A. F.",Kiss Number 8,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Myracle, Lauren",Kissing Kate,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Blake, Ashley Herring",La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Bell, William",La tormenta,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Quindlen, Kelly",Late to the Party,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Tamaki, Mariko",Laura Dean Keeps Breaking Up with Me,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Evison, Jonathan",Lawn Boy,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Kann, Claire",Let's Talk About Love,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Currie-McGhee, Leanna",LGBT Families (Changing Families),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Apelqvist, Eva",LGBTQ Families: The Ultimate Teen Guide,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Peters, Julie Anne",Lies My Girlfriend Told Me,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Worth, Richard","Life at School and in the Community (Teens: Being Gay, Lesbian, Bisexual, or Transgender)",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Keil, Melissa",Life in Outer Space,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Colbert, Brandy",Little & Lion,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Rodi, Robert",Living with Religion and Faith,"Ross, Laura",31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Schmatz, Pat",Lizard Radio,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Garber, Romina",Lobizona: A Novel (Wolves of No World Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Devine, Eric",Look Past,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Klise, James",Love Drugged,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Levithan, David",Love Is the Higher Law,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Albertalli, Becky","Love, Creekwood: A Simonverse Novella (Simonverse Series)",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Ellis, Grace",Magic To Brew (Moonstruck Series),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Moskowitz, Hannah",Marco Impossible,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"McClintock, Norah",Masked,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Gino, Alex",Melissa (George),,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Howard, Greg","Middle School's a Drag, You Better Werk!",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Eugenides, Jeffrey",Middlesex,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Rutledge, A. B.",Miles Away from You,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Silvera, Adam",More Happy Than Not,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Doeden, Matt","More Than a Game: Race, Gender, and Politics in Sports",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Baldacchino, Christine",Morris Micklewhite and the Tangerine Dress,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Carter, Caela","My Best Friend, Maybe",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Shantz-Hilkes, Chloe",My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Fantauzzo, Laurel Flores",My Heart Underwater,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Bjorkman, Lauren",My Invented Life,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Manzer, Jenny",My Life as a Diamond,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Johnson, Varian",My Life as a Rhombus,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned in Libraries,"Gennari, Jennifer",My Mixed-Up Berry Blue Summer,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Kluger, Steve","My Most Excellent Year: A Novel of Love, Mary Poppins, and Fenway Park",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Federle, Tim",Nate Expectations,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Craft, Jerry",New Kid,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Hughes, Susan","No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure",,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Gregorio, I. W.",None of the Above,,31.0,-100.0
Texas,North East Independent School District,Administrator,2021-12-01,Banned Pending Investigation,"Higginbotham, Anastasia",Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),,31.0,-100.0
